lema,zipf,rareza,categoria_provisional,silabas,acentuacion
articulación,3.68,rara,,5,aguda
barril,3.68,rara,,2,aguda
benjamín,3.68,rara,,3,aguda
bóveda,3.68,rara,,3,esdrujula
calefacción,3.68,rara,,4,aguda
caminata,3.68,rara,,4,llana
campeona,3.68,rara,,4,llana
canela,3.68,rara,,3,llana
cano,3.68,rara,,2,llana
casita,3.68,rara,,3,llana
cha,3.68,rara,,1,aguda
chorro,3.68,rara,,2,llana
clip,3.68,rara,,1,aguda
combinar,3.68,rara,verbo,3,aguda
confluencia,3.68,rara,,3,llana
consultor,3.68,rara,,3,aguda
contrarrestar,3.68,rara,verbo,4,aguda
dentista,3.68,rara,,3,llana
determinante,3.68,rara,,5,llana
dialecto,3.68,rara,,3,llana
dinámico,3.68,rara,,4,esdrujula
emigración,3.68,rara,,4,aguda
empleador,3.68,rara,,4,aguda
entretenido,3.68,rara,,5,llana
espina,3.68,rara,,3,llana
evasión,3.68,rara,,3,aguda
expulsar,3.68,rara,verbo,3,aguda
formulación,3.68,rara,,4,aguda
herir,3.68,rara,verbo,2,aguda
homo,3.68,rara,,2,llana
hondo,3.68,rara,,2,llana
icono,3.68,rara,,3,llana
ilustre,3.68,rara,,3,llana
innecesario,3.68,rara,,5,llana
insignificante,3.68,rara,,6,llana
intuición,3.68,rara,,3,aguda
jefatura,3.68,rara,,4,llana
labio,3.68,rara,,2,llana
misil,3.68,rara,,2,aguda
mixto,3.68,rara,,2,llana
morada,3.68,rara,,3,llana
oponente,3.68,rara,,4,llana
ordenamiento,3.68,rara,,5,llana
pasiva,3.68,rara,,3,llana
plantar,3.68,rara,verbo,2,aguda
polémico,3.68,rara,,4,esdrujula
porte,3.68,rara,,2,llana
presumir,3.68,rara,verbo,3,aguda
proposición,3.68,rara,,4,aguda
rastrear,3.68,rara,verbo,3,aguda
recital,3.68,rara,,3,aguda
redactar,3.68,rara,verbo,3,aguda
reestructuración,3.68,rara,,6,aguda
reflejar,3.68,rara,verbo,3,aguda
resistente,3.68,rara,,4,llana
simulación,3.68,rara,,4,aguda
suspiro,3.68,rara,,3,llana
sustentable,3.68,rara,,4,llana
sustituto,3.68,rara,,4,llana
tenor,3.68,rara,,2,aguda
transferir,3.68,rara,verbo,3,aguda
tutela,3.68,rara,,3,llana
vacante,3.68,rara,,3,llana
vulnerabilidad,3.68,rara,,6,aguda
adrián,3.67,rara,,2,aguda
adversario,3.67,rara,,4,llana
alambre,3.67,rara,,3,llana
almorzar,3.67,rara,verbo,3,aguda
animar,3.67,rara,verbo,3,aguda
asentamiento,3.67,rara,,5,llana
autenticidad,3.67,rara,,5,aguda
belga,3.67,rara,,2,llana
beneficiar,3.67,rara,verbo,4,aguda
cantera,3.67,rara,,3,llana
castaño,3.67,rara,,3,llana
caño,3.67,rara,,2,llana
contrata,3.67,rara,,3,llana
corbata,3.67,rara,,3,llana
corpus,3.67,rara,,2,llana
cuchara,3.67,rara,,3,llana
deficiente,3.67,rara,,4,llana
dental,3.67,rara,,2,aguda
descartar,3.67,rara,verbo,3,aguda
desempeñar,3.67,rara,verbo,4,aguda
diferencial,3.67,rara,,4,aguda
dinastía,3.67,rara,,4,llana
distante,3.67,rara,,3,llana
dulzura,3.67,rara,,3,llana
escalar,3.67,rara,verbo,3,aguda
etnia,3.67,rara,,2,llana
fallido,3.67,rara,,3,llana
faso,3.67,rara,,2,llana
glorioso,3.67,rara,,3,llana
gradual,3.67,rara,,2,aguda
génesis,3.67,rara,,3,esdrujula
impactante,3.67,rara,,4,llana
inaugural,3.67,rara,,4,aguda
instrumental,3.67,rara,,4,aguda
interminable,3.67,rara,,5,llana
intriga,3.67,rara,,3,llana
jara,3.67,rara,,2,llana
jurisprudencia,3.67,rara,,5,llana
legalización,3.67,rara,,5,aguda
liderar,3.67,rara,verbo,3,aguda
llover,3.67,rara,verbo,2,aguda
manada,3.67,rara,,3,llana
mejilla,3.67,rara,,3,llana
metida,3.67,rara,,3,llana
mola,3.67,rara,,2,llana
morado,3.67,rara,,3,llana
noto,3.67,rara,,2,llana
nova,3.67,rara,,2,llana
obedecer,3.67,rara,verbo,4,aguda
pelotuda,3.67,rara,,4,llana
picado,3.67,rara,,3,llana
poniente,3.67,rara,,3,llana
porteño,3.67,rara,,3,llana
posgrado,3.67,rara,,3,llana
prender,3.67,rara,verbo,2,aguda
procura,3.67,rara,,3,llana
profesorado,3.67,rara,,5,llana
programar,3.67,rara,verbo,3,aguda
propagación,3.67,rara,,4,aguda
prototipo,3.67,rara,,4,llana
ramiro,3.67,rara,,3,llana
regeneración,3.67,rara,,5,aguda
reprimir,3.67,rara,verbo,3,aguda
resumir,3.67,rara,verbo,3,aguda
revivir,3.67,rara,verbo,3,aguda
salve,3.67,rara,,2,llana
saudita,3.67,rara,,3,llana
seo,3.67,rara,,2,llana
suplemento,3.67,rara,,4,llana
suprimir,3.67,rara,verbo,3,aguda
taquilla,3.67,rara,,3,llana
tequila,3.67,rara,,3,llana
triunfar,3.67,rara,verbo,2,aguda
unanimidad,3.67,rara,,5,aguda
verónica,3.67,rara,,4,esdrujula
villano,3.67,rara,,3,llana
violín,3.67,rara,,2,aguda
víspera,3.67,rara,,3,esdrujula
acompañante,3.66,rara,,5,llana
adición,3.66,rara,,3,aguda
adorable,3.66,rara,,4,llana
almacenar,3.66,rara,verbo,4,aguda
amabilidad,3.66,rara,,5,aguda
antaño,3.66,rara,,3,llana
atún,3.66,rara,,2,aguda
caldera,3.66,rara,,3,llana
callejón,3.66,rara,,3,aguda
caracol,3.66,rara,,3,aguda
ceniza,3.66,rara,,3,llana
cigarro,3.66,rara,,3,llana
clero,3.66,rara,,2,llana
combo,3.66,rara,,2,llana
comprensible,3.66,rara,,4,llana
conceptual,3.66,rara,,3,aguda
congresista,3.66,rara,,4,llana
constituir,3.66,rara,verbo,3,aguda
cordial,3.66,rara,,2,aguda
costoso,3.66,rara,,3,llana
criar,3.66,rara,verbo,1,aguda
cuerno,3.66,rara,,2,llana
desigual,3.66,rara,,3,aguda
diarrea,3.66,rara,,3,llana
dirigencia,3.66,rara,,4,llana
dúo,3.66,rara,,2,llana
elemental,3.66,rara,,4,aguda
erradicar,3.66,rara,verbo,4,aguda
estallido,3.66,rara,,4,llana
falsedad,3.66,rara,,3,aguda
flauta,3.66,rara,,2,llana
gruesa,3.66,rara,,2,llana
habitante,3.66,rara,,4,llana
imitación,3.66,rara,,4,aguda
impecable,3.66,rara,,4,llana
improbable,3.66,rara,,4,llana
influyente,3.66,rara,,4,llana
inmobiliario,3.66,rara,,5,llana
inserción,3.66,rara,,3,aguda
invadir,3.66,rara,verbo,3,aguda
irracional,3.66,rara,,4,aguda
ji,3.66,rara,,1,aguda
laurel,3.66,rara,,2,aguda
lecho,3.66,rara,,2,llana
led,3.66,rara,,1,aguda
licor,3.66,rara,,2,aguda
linaje,3.66,rara,,3,llana
manila,3.66,rara,,3,llana
marginal,3.66,rara,,3,aguda
mari,3.66,rara,,2,llana
matemático,3.66,rara,,5,esdrujula
minimizar,3.66,rara,verbo,4,aguda
obesidad,3.66,rara,,4,aguda
objetividad,3.66,rara,,5,aguda
ordenada,3.66,rara,,4,llana
oveja,3.66,rara,,3,llana
palestino,3.66,rara,,4,llana
pancho,3.66,rara,,2,llana
pavo,3.66,rara,,2,llana
pertinente,3.66,rara,,4,llana
pisar,3.66,rara,verbo,2,aguda
primitivo,3.66,rara,,4,llana
pu,3.66,rara,,1,aguda
qui,3.66,rara,,1,aguda
reclamación,3.66,rara,,4,aguda
retrasado,3.66,rara,,4,llana
ring,3.66,rara,,1,aguda
rob,3.66,rara,,1,aguda
saneamiento,3.66,rara,,5,llana
semanario,3.66,rara,,4,llana
soberbia,3.66,rara,,3,llana
sordo,3.66,rara,,2,llana
sótano,3.66,rara,,3,esdrujula
textura,3.66,rara,,3,llana
transcripción,3.66,rara,,3,aguda
tuberculosis,3.66,rara,,5,llana
urbanismo,3.66,rara,,4,llana
ventilador,3.66,rara,,4,aguda
veredicto,3.66,rara,,4,llana
yerba,3.66,rara,,2,llana
aclaración,3.65,rara,,4,aguda
adaptar,3.65,rara,verbo,3,aguda
adelantar,3.65,rara,verbo,4,aguda
admirable,3.65,rara,,4,llana
afiliación,3.65,rara,,4,aguda
afortunado,3.65,rara,,5,llana
ansioso,3.65,rara,,3,llana
arcilla,3.65,rara,,3,llana
autoritario,3.65,rara,,5,llana
blues,3.65,rara,,1,aguda
bárbaro,3.65,rara,,3,esdrujula
carpa,3.65,rara,,2,llana
catolicismo,3.65,rara,,5,llana
chupar,3.65,rara,verbo,2,aguda
contable,3.65,rara,,3,llana
contención,3.65,rara,,3,aguda
convergencia,3.65,rara,,4,llana
convincente,3.65,rara,,4,llana
derivada,3.65,rara,,4,llana
desgaste,3.65,rara,,3,llana
discreción,3.65,rara,,3,aguda
discípulo,3.65,rara,,4,esdrujula
dorsal,3.65,rara,,2,aguda
emprendedor,3.65,rara,,4,aguda
entusiasta,3.65,rara,,4,llana
estadía,3.65,rara,,4,llana
exportar,3.65,rara,verbo,3,aguda
ey,3.65,rara,,1,aguda
fijación,3.65,rara,,3,aguda
forense,3.65,rara,,3,llana
fuero,3.65,rara,,2,llana
guay,3.65,rara,,1,aguda
guiar,3.65,rara,verbo,1,aguda
indicación,3.65,rara,,4,aguda
indiscutible,3.65,rara,,5,llana
infame,3.65,rara,,3,llana
intendencia,3.65,rara,,4,llana
inundación,3.65,rara,,4,aguda
irlandés,3.65,rara,,3,aguda
itinerario,3.65,rara,,5,llana
legendario,3.65,rara,,4,llana
legión,3.65,rara,,2,aguda
machismo,3.65,rara,,3,llana
mota,3.65,rara,,2,llana
nominal,3.65,rara,,3,aguda
ofensa,3.65,rara,,3,llana
padilla,3.65,rara,,3,llana
pastoral,3.65,rara,,3,aguda
petrolero,3.65,rara,,4,llana
plátano,3.65,rara,,3,esdrujula
portador,3.65,rara,,3,aguda
preste,3.65,rara,,2,llana
provisión,3.65,rara,,3,aguda
reciclaje,3.65,rara,,4,llana
recreación,3.65,rara,,4,aguda
restablecer,3.65,rara,verbo,4,aguda
rosado,3.65,rara,,3,llana
secular,3.65,rara,verbo,3,aguda
silencioso,3.65,rara,,4,llana
someter,3.65,rara,verbo,3,aguda
tambor,3.65,rara,,2,aguda
afirmado,3.64,rara,,4,llana
agitación,3.64,rara,,4,aguda
apagado,3.64,rara,,4,llana
arce,3.64,rara,,2,llana
bastón,3.64,rara,,2,aguda
boliche,3.64,rara,,3,llana
bon,3.64,rara,,1,aguda
cadera,3.64,rara,,3,llana
casamiento,3.64,rara,,4,llana
celestial,3.64,rara,,3,aguda
comparable,3.64,rara,,4,llana
corresponsal,3.64,rara,,4,aguda
corrida,3.64,rara,,3,llana
cresta,3.64,rara,,2,llana
creíble,3.64,rara,,3,llana
cuarentena,3.64,rara,,4,llana
desgraciado,3.64,rara,,4,llana
desviar,3.64,rara,verbo,2,aguda
facial,3.64,rara,,2,aguda
festejar,3.64,rara,verbo,3,aguda
fiable,3.64,rara,,2,llana
flamenco,3.64,rara,,3,llana
frito,3.64,rara,,2,llana
galán,3.64,rara,,2,aguda
genético,3.64,rara,,4,esdrujula
honra,3.64,rara,,2,llana
humillación,3.64,rara,,4,aguda
insuficiencia,3.64,rara,,5,llana
interrogatorio,3.64,rara,,6,llana
iraní,3.64,rara,,3,aguda
josefina,3.64,rara,,4,llana
luca,3.64,rara,,2,llana
malvado,3.64,rara,,3,llana
metropolitano,3.64,rara,,6,llana
milla,3.64,rara,,2,llana
moro,3.64,rara,,2,llana
multinacional,3.64,rara,,5,aguda
nominación,3.64,rara,,4,aguda
padrón,3.64,rara,,2,aguda
palanca,3.64,rara,,3,llana
perdedor,3.64,rara,,3,aguda
perjudicar,3.64,rara,verbo,4,aguda
peronista,3.64,rara,,4,llana
pintada,3.64,rara,,3,llana
rapero,3.64,rara,,3,llana
recipiente,3.64,rara,,4,llana
reclutamiento,3.64,rara,,5,llana
regulador,3.64,rara,,4,aguda
sen,3.64,rara,,1,aguda
sinopsis,3.64,rara,,3,llana
sospechar,3.64,rara,verbo,3,aguda
subsecretario,3.64,rara,,5,llana
suero,3.64,rara,,2,llana
suizo,3.64,rara,,2,llana
ubicar,3.64,rara,verbo,3,aguda
utopía,3.64,rara,,4,llana
velar,3.64,rara,verbo,2,aguda
vigilante,3.64,rara,,4,llana
afiliado,3.63,rara,,4,llana
amoroso,3.63,rara,,4,llana
antorcha,3.63,rara,,3,llana
brote,3.63,rara,,2,llana
cacería,3.63,rara,,4,llana
callejero,3.63,rara,,4,llana
carrasco,3.63,rara,,3,llana
cinismo,3.63,rara,,3,llana
comporta,3.63,rara,,3,llana
conectividad,3.63,rara,,5,aguda
consistencia,3.63,rara,,4,llana
convivir,3.63,rara,verbo,3,aguda
cooperar,3.63,rara,verbo,4,aguda
cosmos,3.63,rara,,2,llana
cotización,3.63,rara,,4,aguda
cuelga,3.63,rara,,2,llana
cusco,3.63,rara,,2,llana
derribar,3.63,rara,verbo,3,aguda
disgusto,3.63,rara,,3,llana
dispersión,3.63,rara,,3,aguda
encantador,3.63,rara,,4,aguda
enciclopedia,3.63,rara,,5,llana
excursión,3.63,rara,,3,aguda
expandir,3.63,rara,verbo,3,aguda
factible,3.63,rara,,3,llana
fatiga,3.63,rara,,3,llana
filadelfia,3.63,rara,,4,llana
filmar,3.63,rara,verbo,2,aguda
fosa,3.63,rara,,2,llana
fotográfico,3.63,rara,,5,esdrujula
garzón,3.63,rara,,2,aguda
guaraní,3.63,rara,,3,aguda
hegemonía,3.63,rara,,5,llana
her,3.63,rara,verbo,1,aguda
huésped,3.63,rara,,2,llana
ingenuo,3.63,rara,,3,llana
iniciación,3.63,rara,,4,aguda
innovador,3.63,rara,,4,aguda
inquisición,3.63,rara,,4,aguda
interferencia,3.63,rara,,5,llana
llamamiento,3.63,rara,,4,llana
lodo,3.63,rara,,2,llana
mena,3.63,rara,,2,llana
mesías,3.63,rara,,3,llana
mir,3.63,rara,verbo,1,aguda
moderación,3.63,rara,,4,aguda
nevera,3.63,rara,,3,llana
newton,3.63,rara,,2,llana
paradoja,3.63,rara,,4,llana
pastilla,3.63,rara,,3,llana
pescar,3.63,rara,verbo,2,aguda
pin,3.63,rara,,1,aguda
procesador,3.63,rara,,4,aguda
programador,3.63,rara,,4,aguda
pronunciar,3.63,rara,verbo,3,aguda
proyectar,3.63,rara,verbo,3,aguda
raja,3.63,rara,,2,llana
repugnante,3.63,rara,,4,llana
revertir,3.63,rara,verbo,3,aguda
suspenso,3.63,rara,,3,llana
tracción,3.63,rara,,2,aguda
traspaso,3.63,rara,,3,llana
tráiler,3.63,rara,verbo,2,llana
tóxico,3.63,rara,,3,esdrujula
unánime,3.63,rara,,4,esdrujula
vencimiento,3.63,rara,,4,llana
violado,3.63,rara,,3,llana
abolición,3.62,rara,,4,aguda
abono,3.62,rara,,3,llana
advertir,3.62,rara,verbo,3,aguda
analogía,3.62,rara,,5,llana
apreciación,3.62,rara,,4,aguda
apropiación,3.62,rara,,4,aguda
asfalto,3.62,rara,,3,llana
asombro,3.62,rara,,3,llana
aspirar,3.62,rara,verbo,3,aguda
bicentenario,3.62,rara,,5,llana
bilingüe,3.62,rara,,3,llana
billetera,3.62,rara,,4,llana
chantaje,3.62,rara,,3,llana
chispa,3.62,rara,,2,llana
correlación,3.62,rara,,4,aguda
creyente,3.62,rara,,3,llana
cualidad,3.62,rara,,3,aguda
delirio,3.62,rara,,3,llana
demo,3.62,rara,,2,llana
derrame,3.62,rara,,3,llana
descendiente,3.62,rara,,4,llana
descubierta,3.62,rara,,4,llana
destitución,3.62,rara,,4,aguda
devaluación,3.62,rara,,4,aguda
emancipación,3.62,rara,,5,aguda
escrutinio,3.62,rara,,4,llana
estadístico,3.62,rara,,5,esdrujula
estrena,3.62,rara,,3,llana
exigente,3.62,rara,,4,llana
fax,3.62,rara,,1,aguda
fertilidad,3.62,rara,,4,aguda
feto,3.62,rara,,2,llana
folleto,3.62,rara,,3,llana
gozar,3.62,rara,verbo,2,aguda
huerto,3.62,rara,,2,llana
implacable,3.62,rara,,4,llana
incentivo,3.62,rara,,4,llana
inexistente,3.62,rara,,5,llana
insignia,3.62,rara,,3,llana
instantánea,3.62,rara,,5,esdrujula
júpiter,3.62,rara,verbo,3,esdrujula
lance,3.62,rara,,2,llana
mamada,3.62,rara,,3,llana
meridional,3.62,rara,,4,aguda
microondas,3.62,rara,,4,llana
mitología,3.62,rara,,5,llana
motocicleta,3.62,rara,,5,llana
nadal,3.62,rara,,2,aguda
oligarquía,3.62,rara,,5,llana
originalidad,3.62,rara,,6,aguda
pauta,3.62,rara,,2,llana
pluralidad,3.62,rara,,4,aguda
podio,3.62,rara,,2,llana
poli,3.62,rara,,2,llana
poste,3.62,rara,,2,llana
pronunciación,3.62,rara,,4,aguda
pulgar,3.62,rara,verbo,2,aguda
remover,3.62,rara,verbo,3,aguda
renombre,3.62,rara,,3,llana
rito,3.62,rara,,2,llana
seguidor,3.62,rara,,3,aguda
solemne,3.62,rara,,3,llana
supervisor,3.62,rara,,4,aguda
tapia,3.62,rara,,2,llana
tejado,3.62,rara,,3,llana
telenovela,3.62,rara,,5,llana
trapo,3.62,rara,,2,llana
true,3.62,rara,,1,aguda
tuitear,3.62,rara,verbo,3,aguda
unificación,3.62,rara,,5,aguda
velada,3.62,rara,,3,llana
vena,3.62,rara,,2,llana
veterinario,3.62,rara,,5,llana
vitamina,3.62,rara,,4,llana
viviente,3.62,rara,,3,llana
vodka,3.62,rara,,2,llana
vomitar,3.62,rara,verbo,3,aguda
yeso,3.62,rara,,2,llana
épica,3.62,rara,,3,esdrujula
accionar,3.61,rara,verbo,3,aguda
admirar,3.61,rara,verbo,3,aguda
adrenalina,3.61,rara,,5,llana
albergar,3.61,rara,verbo,3,aguda
algoritmo,3.61,rara,,4,llana
andino,3.61,rara,,3,llana
apretar,3.61,rara,verbo,3,aguda
ascendencia,3.61,rara,,4,llana
austral,3.61,rara,,2,aguda
baba,3.61,rara,,2,llana
barriga,3.61,rara,,3,llana
beneficiado,3.61,rara,,5,llana
cajero,3.61,rara,,3,llana
carrito,3.61,rara,,3,llana
coeficiente,3.61,rara,,5,llana
consecutivo,3.61,rara,,5,llana
criollo,3.61,rara,,2,llana
cross,3.61,rara,,1,aguda
currículum,3.61,rara,,4,esdrujula
cursar,3.61,rara,verbo,2,aguda
decencia,3.61,rara,,3,llana
dialogar,3.61,rara,verbo,3,aguda
diecisiete,3.61,rara,,4,llana
discreto,3.61,rara,,3,llana
distinguido,3.61,rara,,4,llana
diverso,3.61,rara,,3,llana
dom,3.61,rara,,1,aguda
encarnación,3.61,rara,,4,aguda
esquí,3.61,rara,,2,aguda
fanatismo,3.61,rara,,4,llana
follar,3.61,rara,verbo,2,aguda
genérico,3.61,rara,,4,esdrujula
hidrógeno,3.61,rara,,4,esdrujula
honrar,3.61,rara,verbo,2,aguda
huida,3.61,rara,,2,llana
implicación,3.61,rara,,4,aguda
infinidad,3.61,rara,,4,aguda
insistencia,3.61,rara,,4,llana
instructor,3.61,rara,,3,aguda
intervalo,3.61,rara,,4,llana
jacinto,3.61,rara,,3,llana
jet,3.61,rara,,1,aguda
lente,3.61,rara,,2,llana
llanura,3.61,rara,,3,llana
llenado,3.61,rara,,3,llana
mara,3.61,rara,,2,llana
marica,3.61,rara,,3,llana
medioambiental,3.61,rara,,5,aguda
ministerial,3.61,rara,,4,aguda
molde,3.61,rara,,2,llana
morro,3.61,rara,,2,llana
patrocinio,3.61,rara,,4,llana
pera,3.61,rara,,2,llana
performance,3.61,rara,,4,llana
perímetro,3.61,rara,,4,esdrujula
pionero,3.61,rara,,3,llana
planeación,3.61,rara,,4,aguda
podrido,3.61,rara,,3,llana
potestad,3.61,rara,,3,aguda
prejuicio,3.61,rara,,3,llana
primitiva,3.61,rara,,4,llana
procesal,3.61,rara,,3,aguda
procuraduría,3.61,rara,,6,llana
proliferación,3.61,rara,,5,aguda
pub,3.61,rara,,1,aguda
remuneración,3.61,rara,,5,aguda
roble,3.61,rara,,2,llana
semen,3.61,rara,,2,llana
sencillez,3.61,rara,,3,aguda
soda,3.61,rara,,2,llana
sonda,3.61,rara,,2,llana
sostenibilidad,3.61,rara,,6,aguda
sud,3.61,rara,,1,aguda
sushi,3.61,rara,,2,llana
telegrama,3.61,rara,,4,llana
tortilla,3.61,rara,,3,llana
tragar,3.61,rara,verbo,2,aguda
trascendencia,3.61,rara,,4,llana
trilogía,3.61,rara,,4,llana
veinticinco,3.61,rara,,4,llana
vinagre,3.61,rara,,3,llana
virginidad,3.61,rara,,4,aguda
abrazar,3.6,rara,verbo,3,aguda
agresor,3.6,rara,,3,aguda
alentar,3.6,rara,verbo,3,aguda
anonimato,3.6,rara,,5,llana
anormal,3.6,rara,,3,aguda
antojo,3.6,rara,,3,llana
apolo,3.6,rara,,3,llana
arqueológico,3.6,rara,,6,esdrujula
arrojar,3.6,rara,verbo,3,aguda
ascender,3.6,rara,verbo,3,aguda
atribución,3.6,rara,,4,aguda
banana,3.6,rara,,3,llana
banquete,3.6,rara,,3,llana
barbarie,3.6,rara,,3,llana
bate,3.6,rara,,2,llana
bañera,3.6,rara,,3,llana
caramelo,3.6,rara,,4,llana
centenar,3.6,rara,verbo,3,aguda
cho,3.6,rara,,1,aguda
compadre,3.6,rara,,3,llana
concordia,3.6,rara,,3,llana
contenedor,3.6,rara,,4,aguda
croata,3.6,rara,,3,llana
curación,3.6,rara,,3,aguda
descendencia,3.6,rara,,4,llana
destreza,3.6,rara,,3,llana
ecuatorial,3.6,rara,,4,aguda
empujar,3.6,rara,verbo,3,aguda
enojar,3.6,rara,verbo,3,aguda
facundo,3.6,rara,,3,llana
filmación,3.6,rara,,3,aguda
fusil,3.6,rara,,2,aguda
gaceta,3.6,rara,,3,llana
geometría,3.6,rara,,5,llana
higiénico,3.6,rara,,4,esdrujula
incierto,3.6,rara,,3,llana
infiel,3.6,rara,,2,aguda
inmune,3.6,rara,,3,llana
lesa,3.6,rara,,2,llana
libreta,3.6,rara,,3,llana
lobby,3.6,rara,,2,aguda
maestre,3.6,rara,,3,llana
medicación,3.6,rara,,4,aguda
munición,3.6,rara,,3,aguda
parche,3.6,rara,,2,llana
persistente,3.6,rara,,4,llana
prestigioso,3.6,rara,,4,llana
presto,3.6,rara,,2,llana
prójimo,3.6,rara,,3,esdrujula
puntaje,3.6,rara,,3,llana
quechua,3.6,rara,,2,llana
querella,3.6,rara,,3,llana
quieto,3.6,rara,,2,llana
rebaño,3.6,rara,,3,llana
redactor,3.6,rara,,3,aguda
salomón,3.6,rara,,3,aguda
tas,3.6,rara,,1,aguda
telefónico,3.6,rara,,5,esdrujula
tibia,3.6,rara,,2,llana
tirano,3.6,rara,,3,llana
tobillo,3.6,rara,,3,llana
ucraniano,3.6,rara,,4,llana
vejez,3.6,rara,,2,aguda
ventilación,3.6,rara,,4,aguda
vil,3.6,rara,,1,aguda
abusar,3.59,rara,verbo,3,aguda
alteza,3.59,rara,,3,llana
amenazar,3.59,rara,verbo,4,aguda
anticorrupción,3.59,rara,,5,aguda
aplique,3.59,rara,,3,llana
aprendiz,3.59,rara,,3,aguda
arrogancia,3.59,rara,,4,llana
arteria,3.59,rara,,3,llana
atacante,3.59,rara,,4,llana
autoría,3.59,rara,,4,llana
bah,3.59,rara,,1,aguda
barranco,3.59,rara,,3,llana
boluda,3.59,rara,,3,llana
borra,3.59,rara,,2,llana
comento,3.59,rara,,3,llana
compa,3.59,rara,,2,llana
componer,3.59,rara,verbo,3,aguda
conciliación,3.59,rara,,4,aguda
conformación,3.59,rara,,4,aguda
coyuntura,3.59,rara,,4,llana
cuestionario,3.59,rara,,4,llana
cápsula,3.59,rara,,3,esdrujula
decorado,3.59,rara,,4,llana
denso,3.59,rara,,2,llana
descender,3.59,rara,verbo,3,aguda
despreciable,3.59,rara,,4,llana
desvío,3.59,rara,,3,llana
doblar,3.59,rara,verbo,2,aguda
doler,3.59,rara,verbo,2,aguda
emergente,3.59,rara,,4,llana
ene,3.59,rara,,2,llana
enterar,3.59,rara,verbo,3,aguda
esponja,3.59,rara,,3,llana
frasco,3.59,rara,,2,llana
garza,3.59,rara,,2,llana
goya,3.59,rara,,2,llana
hostilidad,3.59,rara,,4,aguda
idéntico,3.59,rara,,4,esdrujula
impresora,3.59,rara,,4,llana
incentivar,3.59,rara,verbo,4,aguda
inmoral,3.59,rara,,3,aguda
jura,3.59,rara,,2,llana
lastimar,3.59,rara,verbo,3,aguda
lucio,3.59,rara,,2,llana
manolo,3.59,rara,,3,llana
mauro,3.59,rara,,2,llana
miniatura,3.59,rara,,4,llana
mozo,3.59,rara,,2,llana
musa,3.59,rara,,2,llana
music-hall,3.59,rara,,3,aguda
nana,3.59,rara,,2,llana
necesitado,3.59,rara,,5,llana
nervio,3.59,rara,,2,llana
orgasmo,3.59,rara,,3,llana
parroquial,3.59,rara,,3,aguda
patronato,3.59,rara,,4,llana
pizarra,3.59,rara,,3,llana
potenciar,3.59,rara,verbo,3,aguda
pálido,3.59,rara,,3,esdrujula
quintero,3.59,rara,,3,llana
rasgo,3.59,rara,,2,llana
reactor,3.59,rara,,3,aguda
regala,3.59,rara,,3,llana
relevo,3.59,rara,,3,llana
requerimiento,3.59,rara,,5,llana
sena,3.59,rara,,2,llana
seudónimo,3.59,rara,,4,esdrujula
solitaria,3.59,rara,,4,llana
taco,3.59,rara,,2,llana
temple,3.59,rara,,2,llana
terminación,3.59,rara,,4,aguda
valido,3.59,rara,,3,llana
veloz,3.59,rara,,2,aguda
versus,3.59,rara,,2,llana
villar,3.59,rara,verbo,2,aguda
visualización,3.59,rara,,5,aguda
válvula,3.59,rara,,3,esdrujula
íntima,3.59,rara,,3,esdrujula
accidental,3.58,rara,,4,aguda
aceleración,3.58,rara,,5,aguda
activación,3.58,rara,,4,aguda
adoración,3.58,rara,,4,aguda
anestesia,3.58,rara,,4,llana
anhelo,3.58,rara,,3,llana
apelar,3.58,rara,verbo,3,aguda
arrogante,3.58,rara,,4,llana
asignatura,3.58,rara,,5,llana
asta,3.58,rara,,2,llana
audaz,3.58,rara,,2,aguda
avena,3.58,rara,,3,llana
bachiller,3.58,rara,verbo,3,aguda
ballena,3.58,rara,,3,llana
bilateral,3.58,rara,,4,aguda
blando,3.58,rara,,2,llana
bol,3.58,rara,,1,aguda
bonus,3.58,rara,,2,llana
camarero,3.58,rara,,4,llana
canario,3.58,rara,,3,llana
celia,3.58,rara,,2,llana
chaleco,3.58,rara,,3,llana
cid,3.58,rara,,1,aguda
clérigo,3.58,rara,,3,esdrujula
cocinero,3.58,rara,,4,llana
colorido,3.58,rara,,4,llana
compresión,3.58,rara,,3,aguda
consecuente,3.58,rara,,4,llana
copyright,3.58,rara,,2,aguda
corporativo,3.58,rara,,5,llana
crespo,3.58,rara,,2,llana
declive,3.58,rara,,3,llana
deducir,3.58,rara,verbo,3,aguda
delicia,3.58,rara,,3,llana
descomposición,3.58,rara,,5,aguda
distintivo,3.58,rara,,4,llana
empoderamiento,3.58,rara,,6,llana
encaje,3.58,rara,,3,llana
espesor,3.58,rara,,3,aguda
explosivo,3.58,rara,,4,llana
festivo,3.58,rara,,3,llana
francisca,3.58,rara,,3,llana
goleador,3.58,rara,,4,aguda
gorro,3.58,rara,,2,llana
guarnición,3.58,rara,,3,aguda
hacha,3.58,rara,,2,llana
hazaña,3.58,rara,,3,llana
hospitalidad,3.58,rara,,5,aguda
hostia,3.58,rara,,2,llana
humanista,3.58,rara,,4,llana
incursión,3.58,rara,,3,aguda
independentista,3.58,rara,,6,llana
inodoro,3.58,rara,,4,llana
invernadero,3.58,rara,,5,llana
latitud,3.58,rara,,3,aguda
lino,3.58,rara,,2,llana
